account_code,description,reference,remarks,credit,debit,posting_date
623000,CARTE ENGIE,,CB ENGIE<br />LIB:PUBLICITE ANNONCES,0,1209.91,2024-02-29
445660,CARTE ENGIE,,CB ENGIE<br />LIB:PUBLICITE ANNONCES,0,241.98,2024-02-29
411001,VIR RECU SCI HENRY SECURITE,,VIR SEPA NPY:SCI HENRY SECURITE IBE:DE79571492966369656769 BIC:DEUTDEFF PDO:DE<br />LIB:REGLEMENT CLIENT FAC2024912,20342.51,0,2024-07-28
205000,VIR SEPA SA LEFEVRE,,,0,13454.69,2025-07-27
613200,PRLV SEPA SARL BONNET,,,0,3289.14,2024-09-02
445660,PRLV SEPA SARL BONNET,,,0,657.83,2024-09-02
621000,PRLVT SEPA EURL BERNARD,,PRLV SEPA NBE:EURL BERNARD<br />LIB:PERSONNEL INTERIMAIRE,0,3237.84,2025-02-24
445660,PRLVT SEPA EURL BERNARD,,PRLV SEPA NBE:EURL BERNARD<br />LIB:PERSONNEL INTERIMAIRE,0,647.57,2025-02-24
761000,VIR RECU INTERETS,REF893243,VIR SEPA<br />LIB:INTERET CREDITEUR T4 2024,771.12,0,2024-12-15
401002,VIR SEPA SARL FOURNIER BTP,,,0,8000.00,2025-02-28
641000,VIREMENT SEPA SALAIRE JANVIER,,,0,1982.50,2024-01-28
411008,VIR RECU SCI PETIT ELECTRICITE,,,9350.17,0,2025-12-07
205000,VIR SEPA SA LEFEVRE,,,0,25713.72,2025-11-01
445710,VIREMENT RECU DGFIP,,,9843.76,0,2024-04-21
512100,VIR INTERNE,,,0,20000.00,2025-08-28
404000,VIR SA FOURNIER,,VIR SEPA NPY:SA FOURNIER<br />LIB:ACHAT IMMOBILISATION,0,33603.53,2025-05-30
437000,PRLV SEPA POLE EMPLOI,REF985594,,0,794.61,2024-10-06
401010,VIR SEPA SAS DAVID CONSEIL,,,0,4439.15,2024-02-29
626000,PRLV SEPA SAS FAURE,,,0,173.89,2025-05-27
213100,VIR SEPA SARL PETIT,,VIR SEPA NPY:SARL PETIT<br />LIB:CONSTRUCTION,0,82959.01,2024-02-16
205000,VIR SEPA SARL MARTIN,,,0,28180.00,2025-09-01
421000,VIR SALAIRE MARS,,,0,4172.72,2025-03-31
625100,CARTE EURL BERNARD,,,0,392.78,2025-06-19
445660,CARTE EURL BERNARD,,,0,78.56,2025-06-19
512100,VIR INTERNE,,,0,43309.09,2025-10-30
623000,CB SAS GIRARD,,,0,2500.00,2024-06-27
445660,CB SAS GIRARD,,,0,500.00,2024-06-27
611000,PRLVT SEPA EURL BERNARD,,PRLV SEPA NBE:EURL BERNARD<br />LIB:SOUS-TRAITANCE,0,3786.89,2024-12-01
445660,PRLVT SEPA EURL BERNARD,,PRLV SEPA NBE:EURL BERNARD<br />LIB:SOUS-TRAITANCE,0,757.38,2024-12-01
626100,PRLV SEPA SAS DUVAL,,PRLV SEPA NBE:SAS DUVAL<br />LIB:FRAIS TELEPHONIQUES,0,129.62,2025-08-29
445660,PRLV SEPA SAS DUVAL,,PRLV SEPA NBE:SAS DUVAL<br />LIB:FRAIS TELEPHONIQUES,0,25.93,2025-08-29
635000,PRLVT SEPA DGFIP,,,0,4750.00,2024-12-28
404000,VIR SEPA SAS FAURE,,,0,14417.63,2024-10-21
601100,PRELEVEMENT SEPA SA GROUPE LEGRA,,,0,6577.13,2024-09-29
445660,PRELEVEMENT SEPA SA GROUPE LEGRA,,,0,1315.43,2024-09-29
627000,PRELEVEMENT SEPA BOUYGUES TELECO,REF930174,,0,99.05,2025-03-24
419000,VIR RECU SAS DIGITAL SERVICES,,,4439.06,0,2024-06-27
707000,VIR RECU SARL COMMERCE DU SUD,REF262585,VIR SEPA NPY:SARL COMMERCE DU SUD<br />LIB:VENTE MARCHANDISES FAC2025267,8269.35,0,2024-11-26
411003,VIREMENT RECU SARL GIRARD BTP,,VIR SEPA NPY:SARL GIRARD BTP IBE:FR6565717087582511379734835 BIC:AGRIFRPP PDO:FR RCN:FAC2024343<br />LIB:REGLEMENT FACTURE FAC2024343,39281.68,0,2025-11-21
411001,VIREMENT RECUSCI HENRY SECURITE,,,2182.32,0,2025-01-11
633000,PRLV SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:CONTRIBUTION ECONOMIQUE TERRITORIALE,0,5118.87,2024-12-20
530000,RETRAIT CAISSE,,RETRAIT DAB<br />LIB:APPROVISIONNEMENT CAISSE,0,1000.00,2024-01-30
411001,VIR RECU SCI HENRY SECURITE,,VIR SEPA NPY:SCI HENRY SECURITE IBE:DE79571492966369656769 BIC:DEUTDEFF PDO:DE<br />LIB:REGLEMENT CLIENT FAC2024809,20894.27,0,2024-08-07
601100,CARTE SA GROUPE LEGRAND,,CB SA GROUPE LEGRAND FACT:FAC2024508<br />LIB:ACHAT FOURNITURES,0,1296.27,2024-03-22
445660,CARTE SA GROUPE LEGRAND,,CB SA GROUPE LEGRAND FACT:FAC2024508<br />LIB:ACHAT FOURNITURES,0,259.26,2024-03-22
401005,VIR SEPA SCI GUERIN IMPRIMERIE,,,0,23292.79,2025-05-30
641000,VIR SEPA SALAIRE FEVRIER,,,0,2046.79,2025-02-26
625100,PAIEMENT CB MAIF,,,0,566.48,2025-06-16
445660,PAIEMENT CB MAIF,,,0,113.30,2025-06-16
706000,VIR RECU EURL DESIGN STUDIO,,VIR SEPA NPY:EURL DESIGN STUDIO<br />LIB:HONORAIRES SEPTEMBRE,13141.85,0,2024-09-17
635000,PRELEVEMENT SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:AUTRES IMPOTS 2024,0,4045.06,2024-12-31
616000,PRELEVEMENT SEPA MAIF,,,0,3000.00,2025-05-25
602000,CARTE SAS LAMBERT,,,0,2525.00,2025-08-24
445660,CARTE SAS LAMBERT,,,0,505.00,2025-08-24
411002,VIREMENT RECU SA GARNIER TRANSPO,,VIR SEPA NPY:SA GARNIER TRANSPORTS IBE:BE48861929000308 BIC:GEBABEBB PDO:BE RCN:FAC2025202<br />LIB:REGLEMENT FACTURE FAC2025202,45962.61,0,2025-12-30
514000,REMISE CHEQUE,REF926452,,547.48,0,2025-03-22
635000,PRLV SEPA DGFI,,,0,3097.21,2025-04-30
624000,CARTE CABINET EXPERTISE COMPTABL,,,0,86.72,2025-03-28
445660,CARTE CABINET EXPERTISE COMPTABL,,,0,17.34,2025-03-28
408000,FACTURE NON PARVENUE SARL SIMON,,,0,4513.98,2024-10-09
421000,VIR SEPA SALAIRE OCTOBRE,,,0,4444.13,2025-10-31
624000,CB CABINET EXPERTISE COMPTABLE,,,0,263.45,2024-11-14
445660,CB CABINET EXPERTISE COMPTABLE,,,0,52.69,2024-11-14
661000,FRAIS BANCAIRES,,FRAIS BANCAIRES<br />LIB:COMMISSION BANCAIRE MARS,0,28.24,2025-03-06
401002,VIREMENT SEPA SARL FOURNIER BTP,,VIR SEPA REF:FR28338617 NPY:SARL FOURNIER BTP<br />LIB:FACTURE FOURNISSEUR FAC2024614 LC2:ECHEANCE JUIN,0,7736.27,2025-06-14
701000,VIR RECU SAS CONSEIL RH,,VIR SEPA NPY:SAS CONSEIL RH<br />LIB:VENTE PRODUITS FINIS FAC2025415,20063.18,0,2024-04-11
625200,CARTE BOUYGUES TELECOM,REF970660,,0,385.45,2025-05-13
445660,CARTE BOUYGUES TELECOM,REF970660,,0,77.09,2025-05-13
708000,VIR RECU SARL COMMERCE DU SUD,,,2980.77,0,2025-01-22
205000,VIR SEPA SAS DUVAL,,,0,7900.62,2024-11-26
511500,ENCAISSEMENT CB,REF623183,,2405.68,0,2025-08-31
627000,ENCAISSEMENT CB,REF623183,,0,24.06,2025-08-31
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,,,0,7954.32,2024-12-15
621000,PRLV SEPA SAS DUPONT,,,0,6235.14,2024-10-25
445660,PRLV SEPA SAS DUPONT,,,0,1247.03,2024-10-25
606100,PAIEMENT CB MACIF,,,0,215.12,2024-12-28
445660,PAIEMENT CB MACIF,,,0,43.03,2024-12-28
626000,PRLV SEPA LA POSTE,REF179185,PRLV SEPA NBE:LA POSTE<br />LIB:AFFRANCHISSEMENT,0,119.02,2025-05-24
401001,PRLVT SEPA EURL GAUTHIER LOGISTI,,PRLV SEPA NBE:EURL GAUTHIER LOGISTIQUE<br />LIB:REGLEMENT ACHAT,0,2690.00,2025-05-28
411002,VIR RECU SA GARNIER TRANSPORTS,,,45198.97,0,2025-02-28
708000,VIR RECU SARL COMMERCE DU SUD,REF676276,VIR SEPA NPY:SARL COMMERCE DU SUD<br />LIB:PRODUITS ACTIVITES ANNEXES,2019.83,0,2024-09-27
606100,PAIEMENT CB CABINET EXPERTISE CO,,,0,99.33,2024-09-04
445660,PAIEMENT CB CABINET EXPERTISE CO,,,0,19.87,2024-09-04
641000,VIR SEPA SALAIRE SEPTMBRE,,,0,3991.91,2024-09-29
606100,CB SAS MOREAU,,,0,106.07,2025-05-24
445660,CB SAS MOREAU,,,0,21.22,2025-05-24
512000,VIR RECU SARL PETIT,,,23095.84,0,2024-06-09
706000,VIREMENT RECU SA INDUSTRIE NORD,,,12172.32,0,2025-12-29
401003,VIR SEPA SARL GIRARD SECURITE,,,0,13223.72,2025-10-30
761000,VIREMENT RECU INTERETS,,,800.00,0,2024-12-14
641000,VIR SEPA SALAIRE AVRIL,,,0,4133.70,2025-04-29
431000,PRLV SEPA URSSAF,,PRLV SEPA CPY:FR26101757 NBE:URSSAF<br />LIB:COTISATIONS SOCIALES T3 2025,0,8295.52,2025-07-15
512000,VIREMENT RECU SAS FAURE,,VIR SEPA NPY:SAS FAURE<br />LIB:VIREMENT RECU,5000.00,0,2024-11-03
261000,VIR SAS LAMBERT,,VIR SEPA NPY:SAS LAMBERT<br />LIB:TITRES DE PARTICIPATION,0,35321.84,2024-08-26
403000,VIR SEPA SCI ROUX,,,0,30000.00,2024-09-28
411006,VIR RECU SARL LEFEVRE CONSEIL,,,19598.35,0,2025-11-28
641000,VIR SEPA SALAIE JUIN,,,0,4000.00,2025-06-28
651000,VIREMENT SEPA SARL BONNET,REF933219,,0,2180.71,2025-05-23
445660,VIREMENT SEPA SARL BONNET,REF933219,,0,436.14,2025-05-23
707000,VIR RECU SAS TECHNOLOGY PLUS,,,4069.64,0,2024-03-24
401003,PRLV SEPA SARL GIRARD SECURITE,,,0,7902.51,2024-07-29
707000,VIR RECU SAS DIGITAL SERVICES,,,2746.75,0,2025-06-02
626100,PRLV SEPA SA FOURNIER,,,0,52.08,2025-03-22
445660,PRLV SEPA SA FOURNIER,,,0,10.42,2025-03-22
691000,VIREMENT SEPA DGFIP IS,,,0,24621.31,2024-03-12
411003,VIREMENT RECU SARL GIRARD BTP,REF604197,VIR SEPA NPY:SARL GIRARD BTP IBE:FR6565717087582511379734835 BIC:AGRIFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2024468,25583.36,0,2025-08-08
437000,PRLV SEPA POLE EMPLOI,REF954413,,0,5070.00,2024-10-14
661000,AGIOS BANCAIRES,,,0,82.64,2025-03-22
691000,VIR SEPA DGFIP IS,,,0,21304.88,2025-06-10
635000,PRLV SEPA DGFIP,,,0,3316.25,2025-10-30
641000,VIR SEPA SALAIRE JANVIER,,,0,2206.44,2025-01-30
641100,VIR SEPA SALAIRE JUILLET,,VIR SEPA<br />LIB:CONGES PAYES JUILLET 2024,0,3465.45,2024-07-30
613200,PRELEVEMENT SEPA SARL BONNET,REF701530,,0,2500.00,2025-03-02
445660,PRELEVEMENT SEPA SARL BONNET,REF701530,,0,500.00,2025-03-02
411006,VIR RECU SARL LEFEVRE CONSEIL,,VIR SEPA NPY:SARL LEFEVRE CONSEIL IBE:FR9254472416792007230350052 BIC:BNPAFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2024286,16500.00,0,2025-02-28
661000,FRAIS BANCAIRES,,,0,108.29,2024-03-07
530000,RETRAIT CAISSE,,,0,769.13,2024-02-10
708000,VIREMENT RECU SARL COMMERCE DU S,,,531.66,0,2024-04-28
601100,PRLV SEPA SARL ANDRE,,PRLV SEPA NBE:SARL ANDRE<br />LIB:COMMANDE FAC2024257,0,3883.33,2024-10-26
445660,PRLV SEPA SARL ANDRE,,PRLV SEPA NBE:SARL ANDRE<br />LIB:COMMANDE FAC2024257,0,776.67,2024-10-26
641000,VIR SEPA SALAIRE FEVRIER,,VIR SEPA<br />LIB:SALAIRE FEVRIER 2025,0,2897.04,2025-02-25
218000,CARTE SA PICARD,,,0,10938.21,2025-08-25
445620,CARTE SA PICARD,,,0,2187.64,2025-08-25
421000,VIR SEPA SALAIRE FEVRIER,,,0,1300.00,2024-02-27
467000,VIR SEPA SAS DUVAL,REF765189,,0,6165.07,2025-12-19
401008,PRLV SEPA SAS BLANC SECURITE,,,0,4280.16,2024-01-03
641000,VIR SALAIRE NVEMBRE,,VIR SEPA<br />LIB:REMUNERATION NOVEMBRE,0,2320.22,2025-11-28
411005,VIREMENT RECU SCI ROUSSEL ELECTR,,,40617.08,0,2024-02-16
511500,ENCAISSEMENT CB,,,1862.92,0,2025-12-26
627000,ENCAISSEMENT CB,,,0,18.63,2025-12-26
411003,VIR RECU SARL GIRARD BTP,,VIR SEPA NPY:SARL GIRARD BTP IBE:FR6565717087582511379734835 BIC:AGRIFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2025368,12925.34,0,2024-01-31
512000,VIR INTERNE,,,0,34041.90,2025-01-07
645000,PRLV SEPA URSSAF,,,0,12299.25,2025-10-13
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,REF420305,PRLV SEPA NBE:EURL GAUTHIER LOGISTIQUE<br />LIB:REGLEMENT ACHAT,0,1993.81,2024-04-02
580000,VIR INTERNE,,VIR INTERNE<br />LIB:VIREMENT INTERNE,0,49236.40,2025-11-25
421000,VIR SEPA SALAIRE MARS,,VIR SEPA<br />LIB:SALAIRE MARS 2024,0,2568.56,2024-03-26
606300,CB SAS GIRARD,,,0,203.72,2025-07-30
445660,CB SAS GIRARD,,,0,40.74,2025-07-30
604000,CB SA PICARD,REF892250,,0,3420.18,2024-01-18
445660,CB SA PICARD,REF892250,,0,684.04,2024-01-18
512000,VIR INTERNE,,VIR INTERNE REF:FR61548537<br />LIB:VIREMENT DE COMPTE A COMPTE,0,19799.96,2025-07-04
411004,VIR RECU SA NOEL IMPRIMERIE,,,38500.00,0,2024-10-09
512000,VIREMENT RECU SARL PETIT,,,16295.86,0,2024-01-28
411009,VIREMENT RECU SCI RICHARD SECURI,,VIR SEPA NPY:SCI RICHARD SECURITE IBE:FR1195138816108707237727041 BIC:CCBPFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2025468,23644.58,0,2024-01-30
512000,VIR RECU SAS MOREAU,REF859459,VIR SEPA NPY:SAS MOREAU<br />LIB:VIREMENT RECU,7610.00,0,2025-11-02
626000,PRELEVEMENT SEPA EURL BERNARD,,,0,26.55,2025-06-25
403000,VIR SEPA SARL BONNET,,VIR SEPA NPY:SARL BONNET<br />LIB:EFFETS A PAYER,0,15000.00,2024-04-28
401001,PRELEVEMENT SEPA EURL GAUTHIER L,,PRLV SEPA CPY:FR37087242 NBE:EURL GAUTHIER LOGISTIQUE<br />LIB:FACTURE FAC2025912,0,1175.36,2025-05-15
530000,RETRAIT CAISSE,,,0,500.00,2024-02-27
601100,PRLV SEPA EDF,,,0,1666.67,2025-05-29
445660,PRLV SEPA EDF,,,0,333.33,2025-05-29
635000,PRLVT SEPA DGFIP,,,0,3968.33,2025-11-25
704000,VIR RECU SAS TECHNOLOGY PLUS,REF811087,VIR SEPA NPY:SAS TECHNOLOGY PLUS<br />LIB:TRAVAUX FAC2025361,19697.47,0,2025-12-28
411001,VIR RECU SCI HENRY SECURITE,,,26354.39,0,2025-12-26
616000,PRLV SEPA ALLIANZ,REF964808,,0,200.00,2024-03-26
411001,VIR RECU SCI HENRY SECURITE,REF733445,,16000.00,0,2025-09-12
606100,CB SAS MOREAU,,,0,174.38,2025-06-27
445660,CB SAS MOREAU,,,0,34.88,2025-06-27
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,,,0,2881.49,2025-08-28
411008,VIR RECU SCI PETI ELECTRICITE,,,25817.18,0,2025-04-01
611000,PRLV SEPA SAS FAURE,,PRLV SEPA NBE:SAS FAURE<br />LIB:SOUS-TRAITANCE,0,12117.87,2024-11-20
445660,PRLV SEPA SAS FAURE,,PRLV SEPA NBE:SAS FAURE<br />LIB:SOUS-TRAITANCE,0,2423.58,2024-11-20
211000,VIREMENT SEPA SA LEFEVRE,,VIR SEPA NPY:SA LEFEVRE<br />LIB:TERRAIN,0,95934.70,2024-10-27
411002,VIREMENT RECU A GARNIER TRANSPOR,,VIR SEPA NPY:SA GARNIER TRANSPORTS IBE:BE48861929000308 BIC:GEBABEBB PDO:BE RCN:FAC2025940<br />LIB:REGLEMENT FACTURE FAC2025940,29873.70,0,2025-09-15
411002,VIR RECU SA GARNIER TRANSPORTS,,,12500.00,0,2025-08-26
261000,VIREMENT SEPA SARL BONNET,REF735624,VIR SEPA NPY:SARL BONNET<br />LIB:TITRES DE PARTICIPATION,0,84480.00,2025-11-27
661000,AGIOS BANCAIRES,,,0,105.07,2024-03-26
411003,VIREMENT RECU SARL GIRARD BTP,,,12000.00,0,2025-11-02
514000,REMISE CHEQUE,,REMISE CHQ N 257672,8222.48,0,2024-06-20
701000,VIR RECU SAS AGENCE MEDIA,,,8500.00,0,2024-04-30
218000,PAIEMENT CB SAS DUPONT,,CB SAS DUPONT<br />LIB:ACHAT MATERIEL,0,7965.82,2024-01-25
445620,PAIEMENT CB SAS DUPONT,,CB SAS DUPONT<br />LIB:ACHAT MATERIEL,0,1593.16,2024-01-25
627000,PRELEVEMENT SEPA OVH SAS,,,0,100.00,2025-11-18
401001,PRLV SEPA EURL GAUTHIER LOGISTIQ,,,0,2157.21,2024-09-30
625100,CB MAIF,REF907569,CB MAIF<br />LIB:FRAIS VOYAGE,0,529.55,2025-01-31
445660,CB MAIF,REF907569,CB MAIF<br />LIB:FRAIS VOYAGE,0,105.91,2025-01-31
613200,PRLVT SEPA EURL BERNARD,,,0,1594.73,2024-11-05
445660,PRLVT SEPA EURL BERNARD,,,0,318.95,2024-11-05
606100,PRELEVEMENT SEPA SARL ANDRE,,,0,666.67,2024-01-31
445660,PRELEVEMENT SEPA SARL ANDRE,,,0,133.33,2024-01-31
411011,VIREMENT RECU SAS MARIE RESTAURA,REF206001,VIR SEPA NPY:SAS MARIE RESTAURATION IBE:FR4204661705081145993580102 BIC:BNPAFRPP PDO:FR RCN:FAC2024745<br />LIB:REGLEMENT FACTURE FAC2024745,8702.18,0,2025-12-06
641000,VIR SALAIRE JUIN,,VIR SEPA<br />LIB:REMUNERATION JUIN,0,3485.90,2025-06-27
411001,VIR RECU SCI HENRY SECURITE,,,44396.17,0,2025-12-13
633000,PRLV SEPA DGFIP,,PRLV SEPA NBE:DGFIP<br />LIB:CONTRIBUTION ECONOMIQUE TERRITORIALE,0,7500.00,2024-05-27
627000,PRLV SEPA SFR,,,0,33.13,2025-08-09
261000,VIR SEPA SAS LAMBERT,,,0,72722.43,2024-10-28
411008,VIREMENT RECU SCI PETIT ELECTRIC,,VIR SEPA NPY:SCI PETIT ELECTRICITE IBE:FR3379857962349216244198983 BIC:AGRIFRPP PDO:FR<br />LIB:REGLEMENT CLIENT FAC2025843,4500.00,0,2025-02-01
601100,PAIEMENT CB SA GROUPE LEGRAND,REF468845,,0,1284.27,2024-11-04
445660,PAIEMENT CB SA GROUPE LEGRAND,REF468845,,0,256.85,2024-11-04
645000,PRLV SEPA URSSAF,,PRLV SEPA NBE:URSSAF<br />LIB:COTISATIONS PATRONALES T4 2024,0,17029.54,2024-12-13
164000,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR66348425,0,2096.00,2024-02-29
661100,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR66348425,0,471.60,2024-02-29
616000,PRLV SEPA ECHEANCE EMPRUNT,,PRLV SEPA<br />LIB:ECHEANCE EMPRUNT FR66348425,0,52.40,2024-02-29
416000,VIREMENT RECU EURL ARTISAN BOIS,,VIR SEPA NPY:EURL ARTISAN BOIS<br />LIB:CREANCE DOUTEUSE,9278.23,0,2024-03-28
706000,VIREMENT RECU SA INDUSTRIE NORD,,VIR SEPA NPY:SA INDUSTRIE NORD<br />LIB:PRESTATIONS SERVICES FAC2025675,5941.77,0,2024-06-25
411001,VIR RECU SCI HENRY SECURITE,,,13629.49,0,2025-11-02
512000,REMISE CHEQUE,,,581.38,0,2024-09-25
411001,VIR RECU SCI HENRY SECURITE,,,19152.63,0,2025-08-25
706000,VIR RECU EURL DESIGN STUDIO,,,14510.94,0,2024-01-28
612000,PRLV SEPA SA PICARD,,PRLV SEPA NBE:SA PICARD<br />LIB:CREDIT-BAIL,0,241.73,2024-06-06
445660,PRLV SEPA SA PICARD,,PRLV SEPA NBE:SA PICARD<br />LIB:CREDIT-BAIL,0,48.35,2024-06-06
631000,PRLV EPA DGFIP,REF220401,,0,1915.66,2024-04-28
621000,PRELEVEMENT SEPA SAS DUPONT,,,0,7000.00,2024-02-26
445660,PRELEVEMENT SEPA SAS DUPONT,,,0,1400.00,2024-02-26
641000,VIR SEPA SALAIRE AOUT,,,0,1947.30,2024-08-27
614000,PRLV SEPA EURL BERNAD,,,0,587.52,2025-12-31
445660,PRLV SEPA EURL BERNAD,,,0,117.50,2025-12-31
218000,VIR SEPA SA ICARD,,,0,8462.52,2025-06-26
445620,VIR SEPA SA ICARD,,,0,1692.51,2025-06-26
622000,VIR SEPA SA LEFEVRE,REF952223,,0,5666.67,2024-08-30
445660,VIR SEPA SA LEFEVRE,REF952223,,0,1133.33,2024-08-30
706000,VIR RECU SA INDUSTRIE NORD,,,8600.00,0,2025-10-31
275000,VIR SEPA SAS LAMBERT,,,0,4964.95,2025-11-26
512100,VIR INTERNE,,,0,54803.90,2025-06-06
613200,PRELEVEMENT SEPA SARL BONNET,,PRLV SEPA NBE:SARL BONNET<br />LIB:LOYER DECEMBRE 2025,0,2025.54,2025-12-03
445660,PRELEVEMENT SEPA SARL BONNET,,PRLV SEPA NBE:SARL BONNET<br />LIB:LOYER DECEMBRE 2025,0,405.11,2025-12-03
437000,PRLVT SEPA POLE EMPLOI,,,0,5913.73,2025-07-13
628000,CB ENGIE,REF241192,CB ENGIE<br />LIB:SERVICES BANCAIRES DIVERS,0,57.43,2024-02-25
601100,PRELEVEMENT SEPA SARL PETIT,,PRLV SEPA NBE:SARL PETIT<br />LIB:COMMANDE FAC2025018,0,537.77,2024-04-26
445660,PRELEVEMENT SEPA SARL PETIT,,PRLV SEPA NBE:SARL PETIT<br />LIB:COMMANDE FAC2025018,0,107.55,2024-04-26
614000,PRLV SEPA EURL BERNARD,,,0,353.93,2024-03-20
445660,PRLV SEPA EURL BERNARD,,,0,70.79,2024-03-20
411006,VIR RECU SARL LEFERE CONSEIL,,,23909.90,0,2024-04-25
613200,PRLV SEPA EURL MERCIER,,,0,1532.08,2025-08-02
445660,PRLV SEPA EURL MERCIER,,,0,306.42,2025-08-02
641000,VIR SEPA SALAIRE MAI,,,0,2727.44,2024-05-27
213100,VIR SEPA SARL PETIT,,,0,142000.00,2024-05-08
411006,VIR RECU SARL LEFEVRE CONSEIL,,,20840.00,0,2025-07-05
635000,PRLV SEPA DGFIP,,,0,215.61,2025-04-25
613200,PRLVT SEPA SA LEFEVRE,,,0,3889.22,2025-08-03
445660,PRLVT SEPA SA LEFEVRE,,,0,777.84,2025-08-03
645000,PRLV SEPA RSSAF,,,0,12225.80,2024-04-15
615000,PRLV SEPA SAS GIRARD,,,0,912.21,2024-08-30
445660,PRLV SEPA SAS GIRARD,,,0,182.44,2024-08-30
512000,FRAIS BANCAIRES,REF591461,,0,107.18,2024-02-26
218000,VIR SEPA SAS FAURE,,,0,36928.67,2025-09-15
445620,VIR SEPA SAS FAURE,,,0,7385.74,2025-09-15
514000,REMISE CHEQUE,,REMISE CHQ N 226187<br />LIB:ENCAISSEMENT CHEQUE,5550.00,0,2025-06-27
401001,VIR SEPA EURL GAUTHIER LOGISTIQU,,VIR SEPA REF:FR80359304 NPY:EURL GAUTHIER LOGISTIQUE<br />LIB:FACTURE FOURNISSEUR FAC2024864 LC2:ECHEANCE FEVRIER,0,7523.72,2024-02-29
431000,PRLV SEPA URSAF,REF808772,PRLV SEPA NBE:URSSAF<br />LIB:COTISATIONS AOUT,0,12173.96,2024-08-08
601100,CB EDF,,,0,1175.67,2025-03-20
445660,CB EDF,,,0,235.14,2025-03-20
213100,VIR SEPA SARL GAUTIER,,VIR SEPA NPY:SARL GAUTIER<br />LIB:CONSTRUCTION,0,59642.10,2024-09-28
401002,PRLV SEPA SARL FOURNIER BTP,,,0,4835.17,2025-12-05
411002,VIR RECU SA GARNIER TRANSPORTS,,,48706.44,0,2024-08-04
218000,VIREMENT SEPA SAS FAURE,,,0,33538.04,2024-11-25
445620,VIREMENT SEPA SAS FAURE,,,0,6707.61,2024-11-25
431000,PRLV SEPA URSSAF,REF195467,PRLV SEPA CPY:FR98871025 NBE:URSSAF<br />LIB:COTISATIONS SOCIALES T2 2025,0,21298.96,2025-04-05
612000,PRLV SEPA SARL BONNET,,,0,3713.30,2025-03-26
445660,PRLV SEPA SARL BONNET,,,0,742.66,2025-03-26
613200,PRELEVEMENT SEPA SARL BONNET,,,0,2037.30,2024-11-03
445660,PRELEVEMENT SEPA SARL BONNET,,,0,407.46,2024-11-03
641000,VIR SEPA SALAIRE FEVRIER,,,0,2413.98,2024-02-29
641000,VIR SEPA SALAIRE DECEMBRE,,VIR SEPA<br />LIB:SALAIRE DECEMBRE 2025,0,4349.22,2025-12-29
606100,PRELEVEMENT SEPA SA FOURNIER,,,0,178.84,2024-08-30
445660,PRELEVEMENT SEPA SA FOURNIER,,,0,35.77,2024-08-30
641000,VIREMENT SEPA SALAIRE FEVRIER,REF443032,,0,1806.47,2024-02-27
211000,VIR SEPA SARL ANDRE,,,0,89762.60,2024-10-29
626100,PRLV SEPA SA LEFEVRE,REF574265,,0,68.83,2024-04-04
445660,PRLV SEPA SA LEFEVRE,REF574265,,0,13.77,2024-04-04
601100,CB EDF,REF232321,CB EDF<br />LIB:ACHAT MARCHANDISES,0,3718.57,2024-01-28
445660,CB EDF,REF232321,CB EDF<br />LIB:ACHAT MARCHANDISES,0,743.71,2024-01-28
606100,CARTE SA FOURNIER,,,0,128.17,2024-11-07
445660,CARTE SA FOURNIER,,,0,25.64,2024-11-07
411002,VIR RECU SA GARNIER TRANSPORTS,REF983769,VIR SEPA NPY:SA GARNIER TRANSPORTS IBE:BE48861929000308 BIC:GEBABEBB PDO:BE<br />LIB:REGLEMENT CLIENT FAC2024425,388.07,0,2024-02-26
708000,VIR RECU SARL COMMERCE DU SUD,,,3100.00,0,2025-03-13
401008,PRLV SEPA SAS BLANC SECURITE,,,0,7560.64,2025-01-15
401002,VIR SEPA SARL FOURNIER BTP,,VIR SEPA REF:FR11388597 NPY:SARL FOURNIER BTP<br />LIB:ACOMPTE FOURNISSEUR,0,13755.44,2025-03-26
668000,FRAIS FINANCIERS,REF867374,,0,351.90,2025-10-22
401002,PRLV SEPA SARL FOURNIER BTP,,PRLV SEPA NBE:SARL FOURNIER BTP<br />LIB:REGLEMENT ACHAT,0,4070.00,2025-03-22
708000,VIREMENT RECU SARL TRANSPORT EXP,,,2981.55,0,2024-07-23
641000,VIREMENT SEPA SALAIRE FEVRIER,REF507466,VIR SEPA<br />LIB:REMUNERATION FEVRIER,0,3249.04,2024-02-29
623000,CB SARL SIMON,,,0,503.08,2024-11-28
445660,CB SARL SIMON,,,0,100.62,2024-11-28
